Organization,Availability,Division,SystemType,SystemName,Platform,Model,MlperfModel,Scenario,Result,Accuracy,number_of_nodes,host_processor_model_name,host_processors_per_node,host_processor_core_count,accelerator_model_name,accelerators_per_node,Location,framework,operating_system,notes,compliance,errors,version,inferred,has_power,Units
NeuralMagic,available,open,"edge","nvidia_orin",nvidia_orin-reference-cpu-deepsparse-vdefault-default_config,mobilebert-none-base-none-bert-99,bert-99,Offline,8.40116,90.89066465550044,1,"ARMv8 Processor rev 1 (v8l)",3,4,"N/A","0",open/NeuralMagic/results/nvidia_orin-reference-cpu-deepsparse-vdefault-default_config/mobilebert-none-base-none-bert-99/offline,"deepsparse vdefault","Ubuntu 20.04 (linux-5.10.104-tegra-glibc2.31)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","nvidia_orin",nvidia_orin-reference-cpu-deepsparse-vdefault-default_config,mobilebert-none-base-none-bert-99,bert-99,Offline,22.673941880341914,90.89066465550044,1,"ARMv8 Processor rev 1 (v8l)",3,4,"N/A","0",open/NeuralMagic/results/nvidia_orin-reference-cpu-deepsparse-vdefault-default_config/mobilebert-none-base-none-bert-99/offline,"deepsparse vdefault","Ubuntu 20.04 (linux-5.10.104-tegra-glibc2.31)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","nvidia_orin",nvidia_orin-reference-cpu-deepsparse-vdefault-default_config,bert-base-pruned95_obs_quant-none-bert-99,bert-99,Offline,14.7893,None,1,"ARMv8 Processor rev 1 (v8l)",3,4,"N/A","0",open/NeuralMagic/results/nvidia_orin-reference-cpu-deepsparse-vdefault-default_config/bert-base-pruned95_obs_quant-none-bert-99/offline,"deepsparse vdefault","Ubuntu 20.04 (linux-5.10.104-tegra-glibc2.31)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","nvidia_orin",nvidia_orin-reference-cpu-deepsparse-vdefault-default_config,bert-base-pruned95_obs_quant-none-bert-99,bert-99,Offline,21.0850661853189,None,1,"ARMv8 Processor rev 1 (v8l)",3,4,"N/A","0",open/NeuralMagic/results/nvidia_orin-reference-cpu-deepsparse-vdefault-default_config/bert-base-pruned95_obs_quant-none-bert-99/offline,"deepsparse vdefault","Ubuntu 20.04 (linux-5.10.104-tegra-glibc2.31)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","nvidia_orin",nvidia_orin-reference-cpu-deepsparse-vdefault-default_config,mobilebert-base_quant-none-bert-99,bert-99,Offline,18.3174,90.78408727385647,1,"ARMv8 Processor rev 1 (v8l)",3,4,"N/A","0",open/NeuralMagic/results/nvidia_orin-reference-cpu-deepsparse-vdefault-default_config/mobilebert-base_quant-none-bert-99/offline,"deepsparse vdefault","Ubuntu 20.04 (linux-5.10.104-tegra-glibc2.31)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","nvidia_orin",nvidia_orin-reference-cpu-deepsparse-vdefault-default_config,mobilebert-base_quant-none-bert-99,bert-99,Offline,21.568889716840573,90.78408727385647,1,"ARMv8 Processor rev 1 (v8l)",3,4,"N/A","0",open/NeuralMagic/results/nvidia_orin-reference-cpu-deepsparse-vdefault-default_config/mobilebert-base_quant-none-bert-99/offline,"deepsparse vdefault","Ubuntu 20.04 (linux-5.10.104-tegra-glibc2.31)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-large-base-none-bert-99,bert-99,Offline,12.4859,None,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-large-base-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-large-base-none-bert-99,bert-99,Offline,351.3900000000112,None,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-large-base-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-base-pruned90-none-bert-99,bert-99,Offline,129.771,None,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-base-pruned90-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-base-pruned90-none-bert-99,bert-99,Offline,355.14072289156746,None,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-base-pruned90-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-large-pruned97-quant-none-bert-99,bert-99,Offline,121.882,90.17969189468576,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-large-pruned97-quant-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-large-pruned97-quant-none-bert-99,bert-99,Offline,351.86999999999694,90.17969189468576,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-large-pruned97-quant-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,mobilebert-none-base-none-bert-99,bert-99,Offline,122.574,90.89066465550044,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/mobilebert-none-base-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,mobilebert-none-base-none-bert-99,bert-99,Offline,336.0157251908378,90.89066465550044,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/mobilebert-none-base-none-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,bert-large-pruned80_quant-none-vnni-bert-99,bert-99,Offline,106.256,90.26839357448662,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/bert-large-pruned80_quant-none-vnni-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,bert-large-pruned80_quant-none-vnni-bert-99,bert-99,Offline,357.660000000003,90.26839357448662,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/bert-large-pruned80_quant-none-vnni-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Watts
NeuralMagic,available,open,"edge","amd_ryzen_workstation",amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config,obert-large-pruned95-none-vnni-bert-99,bert-99,Offline,48.7167,90.17832662822171,1,"AMD Ryzen 9 7950X 16-Core Processor",1,16,"N/A","0",open/NeuralMagic/results/amd_ryzen_workstation-reference-cpu-deepsparse-vdefault-default_config/obert-large-pruned95-none-vnni-bert-99/offline,"deepsparse vdefault","Ubuntu 22.04 (linux-5.19.0-50-generic-glibc2.35)","Powered by MLCommons Collective Mind framework (CK2). ",1,0,v3.1,0,True,Samples/s
