"NF5468M6 (8x A40, TensorRT)"	A40x8_TRT	IEI	closed	datacenter	available	1	Intel(R) Xeon(R) Platinum 8380	2	40					2 TB	5.8TB*4 + 3.5TB	NVMe SSD + M.2			8	NVIDIA A40					48 GB					"TensorRT 9.0.0, CUDA 12.2"	Ubuntu 20.04.5	"TensorRT 9.0.0, CUDA 12.2, cuDNN 8.9.2, Driver 535.54.03, DALI 1.28.0"
"NF5468M6 (8x A40, TensorRT, Triton)"	A40x8_TRT	IEI	closed	datacenter	available	1	Intel(R) Xeon(R) Platinum 8380	2	40					2 TB	5.8TB*4 + 3.5TB	NVMe SSD + M.2			8	NVIDIA A40					48 GB					"TensorRT 8.6.0, CUDA 12.0"	Ubuntu 20.04.5	"TensorRT 8.6.0, CUDA 12.0, cuDNN 8.8.0, Driver 525.85.12, DALI 1.17.0, Triton 23.01"
"NF5468M6 (1x A40, TensorRT)"	A40x1_TRT	IEI	closed	datacenter	available	1	Intel(R) Xeon(R) Platinum 8380	2	40					2 TB	5.8TB*4 + 3.5TB	NVMe SSD + M.2			1	NVIDIA A40					48 GB					"TensorRT 8.6.0, CUDA 12.0"	Ubuntu 20.04.5	"TensorRT 8.6.0, CUDA 12.0, cuDNN 8.8.0, Driver 525.85.12, DALI 1.17.0"
"NF5468M6 (1x A40, TensorRT, Triton)"	A40x1_TRT	IEI	closed	datacenter	available	1	Intel(R) Xeon(R) Platinum 8380	2	40					2 TB	5.8TB*4 + 3.5TB	NVMe SSD + M.2			1	NVIDIA A40					48 GB					"TensorRT 8.6.0, CUDA 12.0"	Ubuntu 20.04.5	"TensorRT 8.6.0, CUDA 12.0, cuDNN 8.8.0, Driver 525.85.12, DALI 1.17.0, Triton 23.01"
